,popularity
142816,0
142817,74
142818,0
142819,65
142820,0
142821,67
142822,5
142823,68
142825,67
142826,2
142827,74
142828,6
142829,69
142830,0
142831,69
142832,0
142833,65
142834,4
142835,75
142836,0
142837,74
142838,11
142839,66
142841,65
142843,69
142845,66
142846,0
142847,68
142848,3
142849,63
142850,4
142851,67
142852,0
142853,66
142854,0
142855,63
142856,0
142857,66
142858,0
142859,65
142860,2
142861,63
142862,0
142863,68
142864,0
142865,65
142866,0
142867,66
142868,0
142869,66
142870,0
142871,63
142872,0
142873,64
142874,0
142875,66
142876,0
142877,74
142878,1
142879,65
142880,0
142881,71
142882,0
142883,66
142884,3
142885,64
142886,0
142887,66
142888,0
142889,69
142890,0
142891,66
142892,3
142893,65
142894,0
142895,73
142896,0
142897,68
142898,0
142899,71
142900,8
142901,72
142902,4
142903,65
142904,0
142905,66
142906,2
142907,70
142908,1
142909,73
142910,0
142911,62
142912,0
142913,63
142914,5
142915,67
142916,0
142917,68
142918,0
142919,67
142920,0
142921,68
142922,1
142923,69
142924,2
142925,69
142926,0
142927,74
142928,0
142929,63
142930,0
142931,62
142932,0
142933,64
142934,0
142935,75
142936,28
142937,72
142938,29
142939,71
142940,20
142941,72
142942,15
142943,70
142944,20
142945,69
142946,17
142947,71
142948,20
142949,68
142950,21
142951,69
142952,20
142953,78
142954,22
142955,76
142956,13
142957,72
142958,13
142959,78
142960,13
142961,76
142962,20
142963,81
142964,8
142965,75
142966,8
142967,74
142968,20
142969,70
142970,14
142971,71
142972,14
142973,80
142974,14
142975,71
142976,14
142977,71
142979,73
142980,13
142981,68
142982,21
142983,72
142984,21
142985,69
142986,20
142987,73
142988,15
142989,72
142990,20
142991,72
142992,20
142993,72
142994,20
142995,69
142996,20
142997,71
142998,20
142999,70
143000,15
143001,74
143002,15
143003,71
143004,19
143005,76
143006,14
143007,84
143008,15
143009,72
143010,15
143011,69
143012,15
143013,78
143014,15
143015,73
143016,14
143017,76
143018,14
143019,68
143020,14
143021,70
143022,13
143023,73
143025,70
143026,12
143027,74
143028,11
143029,74
143030,14
143031,71
143032,15
143033,69
143034,13
143035,72
143036,18
143037,69
143038,17
143039,85
143040,20
143041,69
143042,13
143043,71
143044,13
143045,76
143047,74
143048,16
143049,72
143050,16
143051,71
143052,10
143053,78
143055,75
143056,19
143057,72
143058,19
143059,71
143060,14
143061,81
143062,19
143063,70
143064,13
143065,85
143066,10
143067,70
143068,11
143069,70
143070,15
143071,71
143072,4
143073,71
143074,32
143075,71
143076,25
143077,73
143078,27
143079,83
143080,28
143081,69
143082,28
143083,69
143084,27
143085,70
143086,20
143087,68
143088,15
143089,68
143090,15
143091,77
143093,71
143094,21
143096,0
143098,0
143100,1
143102,0
143106,0
143108,11
143110,1
143114,12
143118,0
143122,0
143124,0
143130,0
143132,0
143138,0
143146,0
143148,0
143152,1
143160,0
143162,0
143166,11
143168,0
143170,0
143174,1
143176,0
143178,0
143180,10
143184,1
143186,1
143192,0
143196,1
143198,0
143202,0
143206,10
143210,0
143212,0
143216,0
143220,1
143224,0
143228,0
143230,0
143232,0
154753,0
154755,0
154759,0
154761,0
154763,0
154765,1
154767,0
154769,0
154771,0
154785,0
154787,0
154789,0
154791,0
154793,0
154815,0
154821,0
154829,0
154833,0
154835,0
154843,0
154845,0
154847,0
154849,0
154855,0
154857,0
154859,0
154861,0
154867,0
154869,0
154881,0
154889,0
154891,0
154893,0
154895,0
154897,12
154899,0
155003,1
155005,0
155009,0
155021,0
155025,0
155027,11
155029,0
155033,0
155035,0
155041,0
155043,1
155045,0
155047,0
155049,0
155057,1
155059,1
155061,0
155063,0
155065,0
155067,0
155069,11
155071,12
155087,0
155089,0
155091,0
155093,0
155095,2
155099,0
155101,0
155102,6
155103,4
155104,5
155105,4
155106,5
155107,4
155108,6
155109,5
155110,5
155111,4
155112,5
155113,5
155114,4
155115,4
155116,5
155117,6
155118,4
155119,6
155120,5
155121,4
155122,6
155123,4
155124,4
155125,5
155126,4
155133,0
155136,2
155140,1
155141,0
155142,3
155144,0
155145,0
155146,0
155147,0
155148,0
155403,0
155405,0
155407,0
155452,0
155453,0
155454,0
155455,0
155456,0
155457,0
155458,0
155459,0
155460,0
155461,0
155462,0
155463,0
155464,0
155465,0
155466,0
155467,0
155468,0
155469,0
155470,0
155471,0
155472,0
155473,0
155474,1
155475,0
155476,0
155477,0
155478,0
155479,0
155480,0
155481,0
155482,0
155483,0
155484,0
155485,0
155486,0
155487,0
155488,0
155489,0
155490,0
155491,0
155492,0
155493,0
155494,0
155495,0
155496,0
155497,0
155498,0
155499,0
155500,0
155501,0
155502,0
155503,0
155504,0
155505,0
155506,0
155507,0
155508,0
155509,0
155510,0
155511,0
155512,0
155513,2
155514,0
155515,0
155516,0
155517,0
155518,0
155519,0
155520,0
155521,0
155522,0
155523,0
155524,0
155525,0
155526,0
155527,0
155528,0
155529,0
155530,0
155531,0
155532,0
155533,0
155534,0
155535,0
155536,0
155537,0
155538,0
155539,0
155540,0
155541,0
155542,0
155543,0
155544,0
155545,0
155546,0
155547,0
155548,0
155549,0
155550,0
155551,0
155552,0
155554,0
155556,0
155558,0
155560,0
155562,0
155564,0
155566,1
155568,0
155570,0
155572,0
155574,3
155576,1
155578,1
155580,0
155582,0
155584,0
155586,0
155588,0
155590,2
155592,5
155594,1
155596,0
155598,0
155602,0
155604,0
155606,2
155608,0
155610,0
155612,0
155614,0
155616,0
155618,0
155620,0
155622,0
155624,0
155626,0
155628,0
155630,0
155632,0
155634,3
155636,0
155638,0
155640,0
155642,0
155644,0
155646,0
155648,0
155650,0
155654,0
155656,3
155658,0
155660,0
155662,0
155664,0
155666,0
155668,0
155670,0
155672,4
155674,0
155676,0
155678,0
155680,0
155682,0
155684,0
155686,0
155688,0
155690,0
155692,0
155694,0
155696,0
155698,0
155700,0
155702,0
155703,1
155709,3
155711,0
155713,0
155715,0
155721,0
155723,0
155725,0
155727,0
155729,3
155731,0
155733,0
155735,0
155737,2
155739,0
155741,1
155743,0
155745,0
155747,0
155749,0
155751,0
155753,0
155755,0
155757,1
155759,0
155761,0
155763,0
155765,0
155767,1
155769,0
155771,1
155773,1
155775,0
155777,1
155779,0
155781,0
155783,0
155785,0
155787,0
155789,0
155791,0
155793,0
155795,0
155797,0
155799,1
155801,0
155803,1
155805,1
155807,0
155809,0
155811,0
155813,1
155815,0
155817,0
155819,0
155821,0
155823,0
155825,0
155827,2
155829,0
155831,0
155833,6
155835,0
155837,0
155839,0
155841,0
155843,0
155845,0
155847,0
155849,0
155851,0
155853,0
155855,0
155857,0
155859,0
155861,0
155863,0
155865,0
155867,0
155869,0
155871,0
155873,0
155875,0
155877,0
155879,0
155881,0
155883,0
155885,0
155887,0
155889,0
155891,0
155893,0
155895,0
155897,0
155901,6
155904,0
155906,0
155910,0
155912,0
155914,0
155918,6
155920,0
155924,0
155926,0
155928,1
155930,0
155932,0
155936,0
155938,25
155940,0
155944,1
155946,0
155950,0
155952,1
155954,0
155956,1
155958,0
155960,0
155962,0
155964,2
155970,0
155972,0
155976,0
155978,0
155980,0
155982,0
155984,0
155986,0
155988,0
155990,0
155992,0
155994,0
155996,0
155998,0
156000,0
156002,4
156004,0
156032,0
156034,0
156036,0
156038,0
156040,0
156042,0
156044,0
156046,0
156048,0
156050,0
156052,0
156054,0
156056,0
156058,0
156060,0
156062,0
156064,0
156066,0
156068,0
156070,0
156072,0
156074,0
156076,0
156078,0
156080,0
156082,0
156084,0
156086,0
156088,0
156090,0
156092,1
156094,0
156096,0
156098,0
156100,0
156104,1
156106,0
156110,0
156112,0
156114,0
156116,0
156118,0
156120,0
156124,0
156128,0
156130,0
156132,0
156134,0
156136,0
156138,0
156140,0
156142,0
156144,0
156146,15
156148,0
156150,0
156152,0
156154,0
156158,0
156160,0
156164,0
156166,0
156168,0
156170,0
156172,0
156174,0
156176,0
156180,0
156182,0
156184,0
156186,0
156188,0
156190,0
156192,0
156194,0
156196,0
156198,11
156200,0
156202,0
156204,0
156206,0
156208,0
156210,0
156212,0
156214,0
156218,0
156220,0
156222,0
156224,0
156226,0
156228,0
156230,0
156232,0
156234,0
156236,0
156238,0
156240,0
156242,0
156246,0
156248,0
156250,0
156252,0
156254,12
156256,0
156260,0
156262,0
156264,0
156266,0
156268,0
156270,0
156272,0
156274,0
156276,0
156278,0
156280,0
156282,0
156284,0
156286,0
156288,0
156290,0
156292,0
156294,0
156296,0
156298,0
156300,0
156302,0
156305,0
156307,0
156309,0
156311,0
156313,0
156323,0
156331,0
156337,0
156339,0
156341,0
156347,0
156351,0
156355,0
156361,0
156365,0
156367,0
156369,0
156377,0
156379,0
156389,0
156391,0
156393,0
156395,0
156397,0
156399,0
156401,0
156403,0
156407,0
156415,0
156417,0
156419,0
156421,3
156425,0
156427,0
156449,0
156451,0
156453,0
156455,0
156461,0
156465,0
156467,0
156469,0
156471,0
156475,0
156479,0
156483,0
156489,0
156497,0
156503,52
156504,2
156505,51
156506,0
156507,49
156508,1
156509,49
156510,0
156511,53
156512,0
156513,56
156514,2
156515,53
156516,0
156517,48
156518,0
156519,49
156520,0
156521,48
156522,0
156523,57
156524,0
156525,52
156526,0
156527,53
156528,0
156529,63
156530,0
156531,55
156532,2
156533,51
156534,0
156535,49
156536,0
156537,51
156538,0
156539,49
156540,0
156541,54
156542,0
156543,47
156544,0
156545,54
156546,0
156547,50
156548,0
156549,49
156550,0
156551,49
156552,0
156553,50
156554,0
156555,48
156556,0
156557,52
156558,0
156559,55
156560,0
156561,47
156562,2
156563,48
156564,0
156565,52
156566,0
156567,50
156568,0
156569,47
156570,0
156571,47
156572,0
156573,67
156574,0
156575,54
156576,0
156577,49
156578,1
156579,56
156580,0
156581,50
156582,0
156583,47
156584,0
156585,49
156586,2
156587,49
156588,0
156589,47
156590,0
156591,54
156592,0
156593,50
156594,0
156595,49
156596,0
156597,54
156598,0
156599,52
156600,0
156601,54
156602,0
156603,49
156604,0
156605,49
156606,2
156607,52
156608,0
156609,63
156610,0
156611,50
156612,0
156613,51
156614,0
156615,47
156616,0
156617,52
156618,0
156619,51
156620,0
156621,51
156622,1
156623,49
156624,0
156625,54
156626,0
156627,47
156628,0
156629,48
156630,0
156631,67
156632,0
156633,60
156634,0
156635,55
156636,0
156637,48
156638,0
156639,47
156640,0
156641,50
156642,0
156643,52
156644,0
156645,47
156646,2
156647,57
156648,0
156649,54
156650,0
156651,50
156652,0
156653,48
156654,0
156655,47
156656,0
156657,57
156658,0
156659,47
156660,0
156661,48
156662,0
156663,52
156664,0
156665,50
156666,0
156667,51
156668,0
156669,47
156670,1
156671,47
156673,56
156674,4
156675,47
156676,1
156677,58
156678,0
156679,52
156681,53
156682,0
156683,59
156685,48
156686,4
156687,51
156688,0
156689,63
156690,0
156691,46
156693,49
156694,2
156695,62
156697,48
156698,0
156699,56
156700,0
156701,52
156702,2
156703,63
156704,0
156705,52
156706,0
156707,64
156708,0
156709,60
156710,1
156711,56
156712,0
156713,49
156714,0
156715,50
156716,0
156717,50
156718,0
156719,52
156720,1
156721,54
156722,1
156723,56
156724,0
156725,49
156726,1
156727,51
156728,0
156729,50
156730,0
156731,61
156732,2
156733,48
156734,0
156735,60
156736,0
156737,48
156738,0
156739,62
156740,0
156741,53
156742,0
156743,48
156744,1
156745,52
156746,0
156747,60
156748,1
156749,58
156750,1
156751,49
156752,6
156753,56
156754,0
156755,48
156756,0
156757,53
156758,0
156759,48
156760,1
156761,52
156762,0
156763,60
156764,1
156765,51
156766,1
156767,53
156768,2
156769,60
156770,3
156771,49
156772,2
156773,63
156774,0
156775,55
156776,0
156777,49
156778,1
156779,60
156780,2
156781,50
156782,0
156783,56
156784,0
156785,51
156786,4
156787,57
156788,3
156789,52
156790,0
156791,48
156792,0
156793,50
156794,0
156795,55
156796,1
156797,52
156798,0
156799,52
156800,0
156801,50
156802,1
156803,52
156804,2
156805,56
156806,0
156807,58
156808,0
156809,54
156810,1
156811,63
156812,1
156813,57
156814,1
156815,55
156816,1
156817,51
156818,0
156819,54
156820,0
156821,58
156822,0
156823,57
156824,0
156825,47
156826,0
156827,53
156828,1
156829,66
156830,0
156831,61
156832,1
156833,51
156834,0
156835,53
156836,2
156837,52
156838,2
156839,52
156840,0
156841,47
156842,0
156843,52
156844,0
156845,50
156846,3
156847,54
156848,2
156849,51
156850,0
156851,57
156852,1
156853,50
156854,2
156855,51
156856,0
156857,49
156858,0
156859,49
156860,0
156861,55
156862,1
156863,51
156864,0
156865,50
156866,0
156867,54
156868,2
156869,51
156870,1
156871,52
156872,0
156873,58
156874,0
156875,50
156876,0
156877,48
156878,0
156879,48
156880,0
156881,47
156882,0
156883,47
156884,1
156885,62
156886,1
156887,49
156888,0
156889,53
156890,0
156891,47
156892,0
156893,54
156894,0
156895,58
156896,0
156897,52
156898,0
156899,48
156900,0
156901,59
156902,0
156903,60
156904,0
156905,50
156906,0
156907,54
156908,0
156909,53
156910,0
156911,58
156912,0
156913,52
156914,0
156915,71
156917,60
156919,54
156920,1
156921,50
156922,7
156923,52
156924,0
156925,55
156926,0
156927,57
156928,0
156929,50
156930,0
156931,55
156933,50
156934,0
156935,51
156936,0
156937,55
156938,0
156939,59
156940,0
156941,52
156942,0
156943,52
156944,0
156945,60
156946,0
156947,52
156948,0
156949,51
156950,0
156951,63
156952,0
156953,62
156954,0
156955,58
156956,0
156957,55
156958,0
156959,51
156960,0
156961,50
156962,0
156963,62
156964,0
156965,51
156966,0
156967,49
156968,0
156969,50
156970,0
156971,50
156972,0
156973,58
156974,0
156975,52
156976,0
156977,59
156978,0
156979,61
156980,0
156981,50
156982,0
156983,56
156984,0
156985,55
156986,0
156987,52
156988,0
156989,59
156990,0
156991,54
156992,0
156993,65
156994,0
156995,49
156996,0
156997,49
156998,0
156999,50
157000,0
157001,53
157002,0
157003,50
157004,0
157005,56
157006,0
157007,55
157008,6
157009,51
157010,0
157011,61
157012,0
157013,49
157014,0
157015,52
157016,0
157017,49
157018,0
157019,66
157020,0
157021,55
157022,0
157023,49
157025,55
157026,0
157027,49
157028,0
157029,52
157030,0
157031,57
157032,0
157033,54
157034,0
157035,53
157036,0
157037,50
157038,0
157039,51
157040,0
157041,50
157042,0
157043,61
157044,0
157045,51
157046,0
157047,49
157048,0
157049,50
157050,0
157051,51
157052,0
157053,49
157054,0
157055,59
157056,6
157057,52
157058,0
157059,60
157060,0
157061,51
157062,0
157063,56
157064,1
157065,63
157066,0
157067,51
157069,49
157070,0
157071,56
157072,0
157073,52
157074,6
157075,49
157076,0
157077,49
157078,0
157079,62
157080,0
157081,68
157082,0
157083,62
157084,0
157085,49
157086,0
157087,53
157088,0
157089,56
157091,50
157092,0
157093,53
157094,0
157095,49
157096,0
157097,49
157098,0
157099,50
157100,0
157101,50
157102,0
157103,60
157104,0
157105,50
157106,0
157107,57
157108,0
157109,51
157110,0
157111,55
157112,0
157113,52
157114,0
157115,51
157116,0
157117,51
157118,0
157119,53
157120,0
157121,54
157122,0
157123,53
157125,53
157126,0
157127,54
157128,0
157129,53
157130,1
157131,52
157132,0
157133,62
157134,0
157135,54
157136,0
157137,51
157138,0
157139,56
157140,0
157141,56
157142,0
157143,58
157144,0
157145,53
157146,0
157147,62
157148,0
157149,57
157150,0
157151,52
157152,0
157153,51
157154,14
157155,61
157156,0
157157,65
157158,0
157159,50
157160,1
157161,57
157162,0
157163,53
157164,0
157165,58
157166,0
157167,51
157168,0
157169,56
157170,0
157171,57
157172,0
157173,52
157174,0
157175,50
157176,0
157177,55
157178,0
157179,54
157180,0
157181,62
157182,0
157183,51
157184,0
157185,52
157186,0
157187,56
157188,0
157189,50
157190,0
157191,56
157192,0
157193,52
157194,0
157195,53
157196,0
157197,51
157198,0
157199,51
157200,0
157201,54
157202,0
157203,50
157204,0
157205,55
157206,0
157207,51
157208,7
157209,56
157210,0
157211,51
157212,14
157213,57
157214,0
157215,64
157216,0
157217,50
157218,0
157219,51
157220,13
157221,63
157222,0
157223,53
157224,0
157225,60
157226,14
157227,52
157228,0
157229,53
157230,0
157231,51
157232,0
157233,58
157234,14
157235,53
157236,0
157237,54
157238,0
157239,51
157240,0
157241,64
157242,1
157243,57
157244,0
157245,52
157246,0
157247,51
157248,0
157249,50
157250,0
157251,57
157252,0
157253,54
157254,14
157255,65
157256,1
157257,51
157258,1
157259,50
157260,0
157261,51
157262,0
157263,51
157264,0
157265,55
157266,0
157267,53
157268,16
157269,56
157270,0
157271,50
157272,0
157273,51
157274,2
157275,52
157276,0
157277,54
157278,0
157279,53
157280,0
157281,53
157282,9
157283,52
157284,0
157285,52
157286,0
157287,54
157288,0
157289,55
157290,0
157291,59
157292,0
157293,60
157294,0
157295,51
157296,0
157297,54
157298,0
157299,61
157300,0
157301,53
157302,0
157303,58
157304,0
157305,56
157306,0
157307,53
157308,0
157309,65
157310,0
157311,53
157312,0
157313,53
157314,0
157315,61
157316,0
157317,52
157318,0
157319,62
157320,0
157321,64
157322,0
157323,56
157324,0
157325,52
157326,0
157327,53
157328,0
157329,59
157330,0
157331,54
157332,0
157333,62
157334,0
157335,54
157336,0
157337,55
157338,0
157339,64
157340,0
157341,64
157342,0
157343,55
157344,0
157345,52
157346,0
157347,59
157348,0
157349,52
157350,17
157351,55
157352,6
157353,57
157354,0
157355,52
157356,0
157357,64
157358,17
157359,59
157360,0
157361,54
157362,0
157363,60
157364,0
157365,53
157366,6
157367,65
157368,0
157369,67
157370,0
157371,52
157372,2
157373,54
157374,0
157375,53
157376,0
157377,57
157378,0
157379,53
157380,0
157381,55
157382,0
157383,52
157384,0
157385,60
157386,0
157387,55
157388,0
157389,59
157390,2
157391,56
157392,0
157393,54
157394,0
157395,65
157396,1
157397,58
157398,0
157399,52
157400,0
157401,61
157402,0
157403,57
157404,0
157405,66
157406,0
157407,59
157408,0
157409,52
157410,0
157411,61
157412,0
157413,54
157414,0
157415,62
157416,0
157417,53
157418,0
157419,54
157420,0
157421,54
157422,0
157423,63
157424,0
157425,53
157426,0
157427,58
157428,0
157429,54
157430,0
157431,57
157432,1
157433,52
157434,1
157435,54
157436,1
157437,54
157438,0
157439,55
157440,0
157441,53
157442,0
157443,61
157444,0
157445,54
157446,0
157447,59
157448,0
157449,58
157450,0
157451,59
157452,0
157453,60
157454,0
157455,54
157456,0
157457,64
157458,0
157459,58
157460,0
157461,52
157462,0
157463,56
157464,0
157465,53
157466,0
157467,62
157468,0
157469,59
157470,0
157471,61
157472,0
157473,70
157474,0
157475,62
157476,0
157477,58
157478,0
157479,51
157480,0
157481,58
157482,0
157483,60
157484,0
157485,56
157486,0
157487,51
157488,0
157489,51
157490,0
157491,57
157492,0
157493,55
157494,0
157495,66
157496,0
157497,62
157498,0
157499,51
157500,0
157501,54
157502,0
157503,57
157504,0
157505,59
157506,0
157507,62
157508,3
157509,63
157510,4
157511,64
157512,2
157513,57
157514,3
157515,55
157516,4
157517,61
157518,3
157519,62
157520,11
157521,59
157522,0
157523,59
157524,0
157525,58
157526,0
157527,59
157528,0
157529,65
157530,5
157531,62
157532,0
157533,60
157534,0
157535,61
157536,0
157537,59
157538,0
157539,57
157540,2
157541,54
157542,2
157543,63
157544,0
157545,64
157546,0
157547,62
157548,0
157549,63
157550,0
157551,56
157552,0
157553,67
157554,0
157555,57
157556,0
157557,56
157558,1
157559,59
157560,0
157561,63
157562,0
157563,58
157564,0
157565,59
157566,1
157567,56
157568,3
157569,56
157570,3
157571,54
157572,0
157573,62
157574,4
157575,55
157576,4
157577,57
157578,0
157579,59
157580,0
157581,58
157582,0
157583,56
157584,0
157585,61
157586,4
157587,56
157588,0
157589,58
157590,0
157591,59
157592,0
157593,58
157594,0
157595,60
157596,0
157597,56
157598,0
157599,57
157601,57
157603,70
157605,55
157606,0
157607,57
157608,1
157609,66
157610,0
157611,57
157612,0
157613,60
157615,57
157616,0
157617,68
157619,64
157620,0
157621,57
157622,0
157623,59
157624,0
157625,62
157626,0
157627,70
157628,3
157629,66
157630,1
157631,58
157632,0
157633,58
157634,0
157635,54
157636,0
157637,59
157638,0
157639,53
157640,0
157641,54
157642,0
157643,65
157644,0
157645,57
157646,0
157647,58
157648,0
157649,61
157650,0
157651,55
157652,0
157653,56
157655,62
157656,0
157657,55
157658,0
157659,56
157661,54
157663,56
157665,57
157666,0
157667,64
157669,54
157670,0
157671,58
157672,0
157673,61
157675,62
157676,0
157677,61
157678,2
157679,54
157680,1
157681,55
157682,0
157683,54
157684,0
157685,57
157686,0
157687,56
157688,0
157689,65
157690,0
157691,58
157692,0
157693,57
157694,0
157695,56
157696,0
157697,64
157698,0
157699,57
157700,0
157701,55
157702,0
157703,56
157704,0
157705,59
157706,0
157707,58
157708,0
157709,60
157710,0
157711,59
157712,1
157713,60
157714,2
157715,60
157716,0
157717,57
157718,0
157719,65
157720,0
157721,62
157722,0
157723,70
157724,5
157725,58
157726,0
157727,57
157728,0
157729,61
157730,0
157731,59
157732,0
157733,64
157734,0
157735,58
157736,0
157737,63
157738,2
157739,63
157740,0
157741,65
157742,0
157743,60
157744,0
157745,65
157746,0
157747,60
157748,0
157749,58
157750,0
157751,56
157752,0
157753,59
157754,0
157755,59
157756,0
157757,61
157758,0
157759,66
157760,0
157761,60
157762,0
157763,67
157764,0
157765,63
157766,0
157767,56
157768,0
157769,64
157770,0
157771,57
157772,0
157773,59
157774,0
157775,57
157776,0
157777,58
157778,0
157779,63
157780,0
157781,62
157782,0
157783,58
157784,0
157785,65
157786,0
157787,58
157788,0
157789,59
157790,0
157791,58
157792,0
157793,55
157794,0
157795,60
157796,0
157797,59
157798,0
157799,57
157800,0
157801,61
157802,0
157803,58
157804,1
157805,58
157806,0
157807,60
157808,0
157809,62
157810,0
157811,58
157812,0
157813,60
157814,0
157815,56
157816,0
157817,64
157818,0
157819,56
157820,0
157821,61
157822,0
157823,66
157824,0
157825,60
157826,0
157827,59
157828,0
157829,57
157830,0
157831,60
157832,0
157833,65
157834,0
157835,58
157836,3
157837,57
157838,1
157839,61
157840,0
157841,68
157842,0
157843,62
157844,0
157845,60
157846,0
157847,62
157848,0
157849,61
157850,0
157851,59
157852,0
157853,65
157854,1
157855,60
157856,0
157857,66
157858,0
157859,66
157860,0
157861,56
157862,0
157863,56
157864,0
157865,62
157866,0
157867,57
157868,0
157869,57
157870,0
157871,64
157872,0
157873,56
157874,2
157875,56
157876,0
157877,65
157878,0
157879,58
157880,0
157881,64
157882,0
157883,64
157884,0
157885,58
157886,0
157887,60
157888,9
157889,62
157890,0
157891,59
157892,1
157893,59
157894,0
157895,56
157896,0
157897,66
157898,0
157899,62
157900,0
157901,67
157902,2
157903,60
157904,0
157905,70
157906,0
157907,69
157908,0
157909,63
157910,0
157911,65
157912,0
157913,63
157914,8
157915,64
157916,0
157917,63
157918,0
157919,65
157920,2
157921,62
157923,61
157924,0
157925,67
157926,0
157927,60
157928,0
157929,65
157930,1
157931,64
157932,0
157933,67
157934,0
157935,63
157936,0
157937,62
157938,12
157939,66
157940,0
157941,62
157942,0
157943,64
157944,0
157945,63
157946,2
157947,61
157948,3
157949,60
157950,0
157951,62
157952,3
157953,60
157954,0
157955,63
157956,0
157957,64
157958,0
157959,61
157960,0
157961,62
157962,0
157963,65
157964,0
157965,59
157966,0
157967,60
157968,5
157969,59
157970,2
157971,63
157972,0
157973,63
157974,0
157975,59
157976,0
157977,72
157978,0
157979,60
157980,0
157981,60
157982,0
157983,59
157984,0
157985,65
157986,5
157987,70
157988,5
157989,60
157990,0
157991,61
157992,0
157993,63
157994,0
157995,64
157996,0
157997,67
157998,0
157999,67
158000,0
158001,64
158002,0
158003,59
158004,0
158005,66
158006,0
158007,58
158008,4
158009,64
158010,0
158011,64
158012,0
158013,66
158014,0
158015,62
158016,0
158017,62
158018,0
158019,73
158020,0
158021,65
158022,0
158023,61
158024,2
158025,64
158026,1
158027,64
158028,2
158029,68
158030,0
158031,67
158032,0
158033,65
158034,0
158035,67
158036,1
158037,60
158038,0
158039,61
158040,0
158041,65
158042,11
158043,60
158044,6
158045,60
158046,7
158047,63
158048,11
158049,62
158050,0
158051,70
158052,0
158053,68
158054,0
158055,59
158056,0
158057,70
158058,0
158059,62
158060,0
158061,58
158063,64
158064,0
158065,61
158066,0
158067,60
158068,0
158069,64
158070,8
158071,69
158072,0
158073,62
158074,0
158075,62
158076,0
158077,61
158078,8
158079,62
158080,0
158081,63
158082,6
158083,59
158084,0
158085,64
158086,2
158087,61
158088,0
158089,59
158090,0
158091,65
158092,0
158093,63
158094,0
158095,62
158096,0
158097,63
158098,0
158099,70
158100,0
158101,63
158102,0
158103,66
158104,0
158105,63
158106,0
158107,71
158108,0
158109,67
158110,0
158111,67
158112,0
158113,68
158114,0
158115,63
158116,3
158117,62
158118,0
158119,66
158120,2
158121,64
158122,0
158123,63
158124,0
158125,67
158126,0
158127,61
158128,0
158129,71
158130,0
158131,71
158132,0
158133,66
158134,0
158135,64
158136,0
158137,69
158138,5
158139,74
158140,1
158141,75
158142,0
158143,67
158144,1
158145,69
158146,0
158147,72
158148,0
158149,64
158150,3
158151,72
158152,1
158153,62
158154,0
158155,62
158156,0
158157,63
158158,1
158159,72
158160,0
158161,63
158162,1
158163,66
158164,1
158165,67
158166,1
158167,69
158168,3
158169,66
158170,2
158171,61
158172,0
158173,68
158174,0
158175,73
158176,0
158177,66
158178,2
158179,70
158180,0
158181,61
158182,0
158183,62
158184,1
158185,63
158186,1
158187,61
158188,1
158189,66
158190,0
158191,75
158192,0
158193,64
158194,0
158195,63
158196,2
158197,72
158198,0
158199,63
158200,1
158201,68
158202,0
158203,61
158204,0
158205,66
158206,1
158207,61
158208,1
158209,62
158210,1
158211,64
158212,1
158213,64
158214,2
158215,67
158216,0
158217,64
158218,1
158219,62
158220,0
158221,64
158222,0
158223,66
158224,0
158225,64
158226,0
158227,62
158228,0
158229,72
158230,1
158231,63
158232,0
158233,70
158234,0
158235,61
158236,0
158237,64
158238,0
158239,65
158240,0
158241,67
158242,0
158243,63
158244,0
158245,64
158246,1
158247,70
158248,0
158249,68
158250,0
158251,72
158252,0
158253,66
158254,2
158255,65
158256,0
158257,65
158258,0
158259,72
158260,0
158261,70
158262,0
158263,68
158264,0
158265,66
158266,0
158267,62
158268,0
158269,63
158270,2
158271,63
158272,0
158273,71
158274,0
158275,61
158276,1
158277,73
158278,0
158279,64
158280,0
158281,65
158282,0
158283,64
158284,0
158285,65
158286,0
158287,65
158288,2
158289,66
158290,0
158291,62
158292,0
158293,62
158294,5
158295,61
158296,1
158297,65
158298,1
158299,63
158300,0
158301,59
158302,0
158303,69
158304,5
158305,64
158306,0
158307,62
158308,0
158309,65
158310,0
158311,69
158312,2
158313,72
158314,1
158315,62
158316,6
158317,65
158318,0
158319,73
158320,0
158321,63
158322,0
158323,65
158324,0
158325,67
158326,0
158327,67
158328,0
158329,66
158330,8
158331,70
158332,6
158333,66
158334,0
158335,64
158336,0
158337,76
158338,0
158339,68
158340,0
158341,71
158342,0
158343,70
158344,0
158345,64
158346,0
158347,68
158348,0
158349,79
158350,0
158351,65
158352,1
158353,66
158354,0
158355,73
158357,63
158358,0
158359,70
158360,0
158361,68
158362,0
158363,66
158364,0
158365,61
158366,0
158367,64
158368,0
158369,79
158370,0
158371,66
158372,0
158373,65
158374,0
158375,65
158376,0
158377,64
158378,0
158379,67
158380,0
158381,72
158382,0
158383,69
158384,0
158385,70
158386,4
158387,68
158388,0
158389,62
158390,3
158391,65
158392,0
158393,69
158394,0
158395,65
158396,1
158397,74
158398,0
158399,64
158400,2
158401,69
158402,0
158403,69
158404,1
158405,64
158406,0
158407,67
158408,5
158409,68
158410,19
158411,75
158412,0
158413,75
158414,0
158415,65
158416,0
158417,63
158418,0
158419,69
158420,0
158421,65
158422,0
158423,63
158424,1
158425,62
158426,0
158427,66
158428,0
